"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-29",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-30",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-31",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-01",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-02","0.20","80",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-03","0.00","80","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-05",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-06",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-07",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-08",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-10",,"82","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-11",,"83","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-12",,"79","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-13",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-14",,"80",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-15",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-16",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-17",,"80","84","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-18",,"79",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-19",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-20",,"80","85",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-21",,"81","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-22",,"76",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-23","1.50","76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-24","0.01","77",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-26",,"80","86",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-27",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-28",,"80",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-29",,"79",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-06-30",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-01",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-02",,"79","83","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-03",,"77",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-04","0.24","78",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-05","0.00","78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-06",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-07",,"80",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-08",,"79","84","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-09",,"76",,"71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-10",,"78","83","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-11",,"79",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-12",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-13",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-14",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-16",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-17",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-18",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-19",,"77",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-20","0.03","77","83","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-21","0.00","78","83","72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-22",,"77","81",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-23",,"76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-24",,"76",,"71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-25",,"76",,"70"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-26",,"77","82","71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-27",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-28",,"79","84","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-29",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-30",,"77","85","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-07-31",,"78","85","71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-01","0.08","76",,"70"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-02","0.00","77","82",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-03","0.03","76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-04","0.03","75","78","72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-05","0.03","76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-06","0.00","77","82","72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-07",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-08",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-19",,"74",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-20",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-21",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-22",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-23",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-24",,"78",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-25",,"78","83","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-26",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-27",,"78","81",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-28",,"78",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-29",,"78",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-30","0.02","79",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-08-31","0.00","79","85","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-01",,"79","86","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-02",,"78",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-03",,"78","85",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-04",,"80","85",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-05",,"80",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-06","0.02","78","84","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-07","0.00","78","84","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-08",,"77","86","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-09",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-10",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-11",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-12",,"76",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-13",,"76",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-14",,"78","87","72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-15",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-16",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-17",,"78",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-18",,"78",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-19",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-20",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-22",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-23",,"78",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-24",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-09-27",,"77","87",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-10-10",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-10-13",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-10-28",,"81","86","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-10-30",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-01",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-04",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-05",,"82",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-06",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-07",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-08",,"83","89","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-09",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-10",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-11",,"82","88","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-14",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-18",,"83",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-19",,"82","88","69"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-20",,"82","88","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-21",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-22",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-23",,"82","90","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-24",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-25",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-26",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-27",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-11-28",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-02",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-03",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-04",,"83","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-05",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-06",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-07",,"83","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-08",,"81",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-09",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-10",,"83","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-11","2.17","80",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-12","0.00","81","89","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-13",,"83","88","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-14",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-15",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-16",,"82",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-17",,"81","89",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-18",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-19",,"82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-20",,"83","90","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-21",,"83",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-22",,"80",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-24",,"84",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-25",,"80","86","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-26",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-27",,"82","88","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-28",,"83","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-29",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-30",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-12-31",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-01",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-02",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-03",,"81","88","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-04",,"81","89","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-07",,"79",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-08",,"81","86","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-09",,"81","88","74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-10",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-11",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-12",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-13",,"83",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-14",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-15",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-16",,"84",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-17",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-18",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-19",,"82",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-20",,"81",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-21",,"85","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-22",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-23",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-24",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-25",,"82","88","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-26",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-27",,"84","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-29",,"82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-30",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-01-31",,"83","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-01",,"82","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-02",,"84",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-03",,"86","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-06",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-07",,"81","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-08",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-12",,"84","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-13",,"79",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-14",,"82","94","73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-15",,"80","92","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-16",,"81","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-17",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-18",,"83","92","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-19",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-20",,"85","92","80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-21",,"84",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-22",,"83","90","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-23",,"84",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-24",,"85","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-25",,"85","91","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-26",,"85","92","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-27",,"84","92","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-02-28",,"83","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-01","0.03","82",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-02","0.00","83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-03",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-04",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-05",,"81","86",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-06",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-07",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-08",,"82","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-09",,"82",,"71"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-10",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-11",,"84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-12",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-13",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-14","0.24","83",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-15","0.00","83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-16",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-17",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-18",,"83","90","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-19",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-20",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-21",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-22",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-23",,"84","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-24",,"83",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-25",,"84","90","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-26",,"84","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-27",,"84","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-28",,"82",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-29",,"83","92","76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-30",,"84",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-03-31",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-01",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-03",,"74",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-04",,"76","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-05",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-06",,"86",,"80"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-07",,"85","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-08",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-09",,"86",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-10",,"86",,"81"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-11",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-12",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-13",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-14",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-15",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-16",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-17",,"83",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-18",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-19",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-20",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-21",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-22",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-23",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-24",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-25",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-26",,"79",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-27",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-28",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-29",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-04-30",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-01",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-02",,"83",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-03",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-04","1.22","84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-05","0.00","85",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-06",,"86",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-07",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-08",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-09",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-10",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-11",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-12",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-13",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-14",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-15",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-16",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-17",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-18",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-19",,"85",,"78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-20",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-21",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-22",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-23",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-25",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-26",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-05-27",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-01",,"77","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-02",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-04",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-07",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-08",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-09",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-11",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-13",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-14",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-15",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-17",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-18",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-21",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-22",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-23",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-24",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-25",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-26",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-27",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-28",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-29",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-06-30",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-01",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-02",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-03",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-04",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-05",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-06",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-07",,"77",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-11",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-12",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-13",,"79",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-14",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-15",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-17",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-18",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-19",,"76",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-20",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-21",,"76","78",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2001-07-22",,"75",,
