"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"GHM00065437","KETE KRACHI, GH","2003-01-01",,"72","93","61"
"GHM00065437","KETE KRACHI, GH","2003-01-04",,"81",,"62"
"GHM00065437","KETE KRACHI, GH","2003-01-06",,"77","97","64"
"GHM00065437","KETE KRACHI, GH","2003-01-09",,"87",,"78"
"GHM00065437","KETE KRACHI, GH","2003-01-11",,"85",,
"GHM00065437","KETE KRACHI, GH","2003-01-14",,"84","96","77"
"GHM00065437","KETE KRACHI, GH","2003-01-16",,"80",,"71"
"GHM00065437","KETE KRACHI, GH","2003-01-19","0.00","80","91","73"
"GHM00065437","KETE KRACHI, GH","2003-01-22","0.00","83",,
"GHM00065437","KETE KRACHI, GH","2003-01-24","0.00","84","94","76"
"GHM00065437","KETE KRACHI, GH","2003-01-26","0.00","85","94","72"
"GHM00065437","KETE KRACHI, GH","2003-02-28","0.00","87","99","76"
"GHM00065437","KETE KRACHI, GH","2003-03-04","0.00","88",,"78"
"GHM00065437","KETE KRACHI, GH","2003-03-05","0.00","88","100","77"
"GHM00065437","KETE KRACHI, GH","2003-03-17","0.00","90","100","81"
"GHM00065437","KETE KRACHI, GH","2003-03-25",,"91","98",
"GHM00065437","KETE KRACHI, GH","2003-04-08","0.12","86","97","77"
"GHM00065437","KETE KRACHI, GH","2003-04-16",,"87","89",
"GHM00065437","KETE KRACHI, GH","2003-05-06","0.00","84","95","76"
"GHM00065437","KETE KRACHI, GH","2003-09-10","2.91","78","90",
"GHM00065437","KETE KRACHI, GH","2003-09-16",,"80","85","75"
"GHM00065437","KETE KRACHI, GH","2003-09-18","0.00","80","90","72"
"GHM00065437","KETE KRACHI, GH","2003-09-19","0.94","79","85","71"
"GHM00065437","KETE KRACHI, GH","2003-10-14",,"76","86",
"GHM00065437","KETE KRACHI, GH","2003-10-16","1.54","76","80","71"
"GHM00065437","KETE KRACHI, GH","2003-10-17","0.55","79","87","73"
"GHM00065437","KETE KRACHI, GH","2003-10-18","0.00","80","90","73"
"GHM00065437","KETE KRACHI, GH","2003-10-20","0.00","83",,
"GHM00065437","KETE KRACHI, GH","2003-10-21","0.00","81","92","76"
"GHM00065437","KETE KRACHI, GH","2003-10-23",,"83","92","76"
"GHM00065437","KETE KRACHI, GH","2003-10-25","0.00","82","92","75"
"GHM00065437","KETE KRACHI, GH","2003-10-26",,"80","91","77"
"GHM00065437","KETE KRACHI, GH","2003-11-11","0.00","79","92","74"
"GHM00065437","KETE KRACHI, GH","2003-11-12","0.00","82","90","76"
"GHM00065437","KETE KRACHI, GH","2003-11-21","0.00","82","94","72"
"GHM00065437","KETE KRACHI, GH","2003-11-25","0.00","83","93","74"
"GHM00065437","KETE KRACHI, GH","2003-11-27","0.00","85","93","75"
"GHM00065437","KETE KRACHI, GH","2003-11-30","0.00","81","92","72"
"GHM00065437","KETE KRACHI, GH","2003-12-14","0.00","83","92","72"
"GHM00065437","KETE KRACHI, GH","2003-12-30","0.00","73","91","61"
"GHM00065459","KOFORIDUA, GH","2000-01-05",,"79","93",
"GHM00065459","KOFORIDUA, GH","2000-01-09",,"83","99",
"GHM00065459","KOFORIDUA, GH","2000-01-10",,"80","93","68"
"GHM00065459","KOFORIDUA, GH","2000-01-18",,"86","93",
"GHM00065459","KOFORIDUA, GH","2000-01-19",,"79","89",
"GHM00065459","KOFORIDUA, GH","2000-01-20",,"80",,"72"
"GHM00065459","KOFORIDUA, GH","2000-01-27",,"83",,
"GHM00065459","KOFORIDUA, GH","2000-03-29",,"85","95","73"
"GHM00065459","KOFORIDUA, GH","2000-06-17","0.43","77","82","74"
"GHM00065459","KOFORIDUA, GH","2000-06-23","0.83","76","82","72"
"GHM00065459","KOFORIDUA, GH","2000-07-07","0.00","79","88","73"
"GHM00065459","KOFORIDUA, GH","2000-07-25",,"77","85","69"
"GHM00065459","KOFORIDUA, GH","2000-07-28","0.67","77","85","72"
"GHM00065459","KOFORIDUA, GH","2000-08-05","0.12","76","81","72"
"GHM00065459","KOFORIDUA, GH","2000-08-29","0.03","77","84","73"
"GHM00065459","KOFORIDUA, GH","2000-09-01","0.00","79","90",
"GHM00065459","KOFORIDUA, GH","2000-11-21",,"81",,
"GHM00065459","KOFORIDUA, GH","2001-02-24","0.12","86","94","75"
"GHM00065459","KOFORIDUA, GH","2001-02-27",,"80","99","74"
"GHM00065459","KOFORIDUA, GH","2001-03-14",,"85",,
"GHM00065459","KOFORIDUA, GH","2002-04-28",,"85","92","76"
"GHM00065459","KOFORIDUA, GH","2002-05-09","0.04","83","94","76"
"GHM00065459","KOFORIDUA, GH","2002-11-13",,"80","92",
"GHM00065459","KOFORIDUA, GH","2002-11-15","0.00","79","91","69"
"GHM00065459","KOFORIDUA, GH","2002-11-20",,"77","91",
"GHM00065459","KOFORIDUA, GH","2002-11-25","0.24","79","90","72"
"GHM00065459","KOFORIDUA, GH","2002-11-30",,"76","91","72"
"GHM00065459","KOFORIDUA, GH","2002-12-03","0.00","81","91","74"
"GHM00065459","KOFORIDUA, GH","2002-12-07",,"79","91","72"
"GHM00065459","KOFORIDUA, GH","2002-12-12",,"79",,"73"
"GHM00065459","KOFORIDUA, GH","2002-12-15",,"80","94","73"
"GHM00065459","KOFORIDUA, GH","2002-12-18",,"83",,
"GHM00065459","KOFORIDUA, GH","2003-01-04",,"77",,"71"
"GHM00065459","KOFORIDUA, GH","2003-01-06","0.00","80","93","73"
"GHM00065459","KOFORIDUA, GH","2003-01-09",,"81","92","73"
"GHM00065459","KOFORIDUA, GH","2003-01-11",,"80",,"74"
"GHM00065459","KOFORIDUA, GH","2003-01-16",,"80","91",
"GHM00065459","KOFORIDUA, GH","2003-01-22",,"79","89",
"GHM00065459","KOFORIDUA, GH","2003-01-26","0.04","81","93","75"
"GHM00065459","KOFORIDUA, GH","2003-01-28","0.00","83","93","70"
"GHM00065459","KOFORIDUA, GH","2003-01-29","0.00","77","95","66"
"GHM00065459","KOFORIDUA, GH","2003-02-03","0.00","84","99","76"
"GHM00065459","KOFORIDUA, GH","2003-03-29","0.00","83","92","76"
"GHM00065459","KOFORIDUA, GH","2003-04-08","0.00","86",,"74"
"GHM00065459","KOFORIDUA, GH","2003-04-09",,"81","95","72"
"GHM00065459","KOFORIDUA, GH","2003-04-14",,"81","93","73"
"GHM00065459","KOFORIDUA, GH","2003-04-20","0.12","81",,"74"
"GHM00065459","KOFORIDUA, GH","2003-04-22",,"82","93",
"GHM00065459","KOFORIDUA, GH","2003-04-23",,"83","92","77"
"GHM00065459","KOFORIDUA, GH","2003-05-06",,"78","93","72"
"GHM00065459","KOFORIDUA, GH","2003-05-08","0.12","81","94","72"
"GHM00065459","KOFORIDUA, GH","2003-05-11",,"78",,
"GHM00065459","KOFORIDUA, GH","2003-05-14","0.00","81","92","75"
"GHM00065459","KOFORIDUA, GH","2003-05-16",,"80","90","75"
"GHM00065459","KOFORIDUA, GH","2003-06-03","0.24","79","90","72"
"GHM00065459","KOFORIDUA, GH","2003-06-05","0.12","80","89","74"
"GHM00065459","KOFORIDUA, GH","2003-06-10","0.28","78","87","75"
"GHM00065459","KOFORIDUA, GH","2003-06-16","0.00","80","90","74"
"GHM00065459","KOFORIDUA, GH","2003-06-18","1.34","78","85","68"
"GHM00065459","KOFORIDUA, GH","2003-06-23","0.51","79","86","71"
"GHM00065459","KOFORIDUA, GH","2003-06-25",,"76","79","74"
"GHM00065459","KOFORIDUA, GH","2003-06-26","0.00","77","85","71"
"GHM00065459","KOFORIDUA, GH","2003-07-05","0.00","79","88","73"
"GHM00065459","KOFORIDUA, GH","2003-07-07","0.00","79","91","71"
"GHM00065459","KOFORIDUA, GH","2003-07-08","0.00","77","87","69"
"GHM00065459","KOFORIDUA, GH","2003-07-15",,"81","89",
"GHM00065459","KOFORIDUA, GH","2003-07-17","0.79","76","85","70"
"GHM00065459","KOFORIDUA, GH","2003-07-21","0.08","77","81",
"GHM00065459","KOFORIDUA, GH","2003-07-28","0.00","78","85","71"
"GHM00065459","KOFORIDUA, GH","2003-07-30","0.00","77","83","73"
"GHM00065459","KOFORIDUA, GH","2003-08-04",,"81",,"66"
"GHM00065459","KOFORIDUA, GH","2003-08-06","0.00","77","86","72"
"GHM00065459","KOFORIDUA, GH","2003-08-07","0.08","76","81","72"
"GHM00065459","KOFORIDUA, GH","2003-08-11","0.24","76","81","72"
"GHM00065459","KOFORIDUA, GH","2003-08-31",,"77","85","72"
"GHM00065459","KOFORIDUA, GH","2003-09-05","0.03","76","82","72"
"GHM00065459","KOFORIDUA, GH","2003-09-30","0.08","76","89","74"
"GHM00065459","KOFORIDUA, GH","2003-10-08","0.01","82",,"72"
"GHM00065459","KOFORIDUA, GH","2003-10-09","0.02","81","92","76"
"GHM00065459","KOFORIDUA, GH","2003-10-14","4.02","78","89",
"GHM00065459","KOFORIDUA, GH","2003-10-15","0.00","78","90",
"GHM00065459","KOFORIDUA, GH","2003-10-16","0.28","77","83","74"
"GHM00065459","KOFORIDUA, GH","2003-10-17","0.16","77","88","72"
"GHM00065459","KOFORIDUA, GH","2003-10-18","1.89","78","90","70"
"GHM00065459","KOFORIDUA, GH","2003-10-20","0.20","79","90","73"
"GHM00065459","KOFORIDUA, GH","2003-10-31","1.26","78","91","70"
"GHM00065459","KOFORIDUA, GH","2003-11-04","0.08","80","90","73"
"GHM00065459","KOFORIDUA, GH","2003-11-05","0.00","81",,"71"
"GHM00065459","KOFORIDUA, GH","2003-11-09",,"84","91","72"
"GHM00065459","KOFORIDUA, GH","2003-11-11",,"79","90","73"
"GHM00065459","KOFORIDUA, GH","2003-11-12",,"79","91","71"
"GHM00065459","KOFORIDUA, GH","2003-11-14","0.00","80","90","72"
"GHM00065459","KOFORIDUA, GH","2003-11-15","0.00","80","93","73"
"GHM00065459","KOFORIDUA, GH","2003-11-19","1.54","80","92","71"
"GHM00065459","KOFORIDUA, GH","2003-11-25","0.02","80","91","71"
"GHM00065459","KOFORIDUA, GH","2003-11-29",,"82","90",
"GHM00065459","KOFORIDUA, GH","2003-11-30","0.00","81","92",
"GHM00065459","KOFORIDUA, GH","2003-12-02","0.00","79","91","72"
"GHM00065459","KOFORIDUA, GH","2003-12-05","0.00","80","92","74"
"GHM00065459","KOFORIDUA, GH","2003-12-10","0.00","77","91",
"GHM00065459","KOFORIDUA, GH","2003-12-12",,"78","92",
"GHM00065459","KOFORIDUA, GH","2003-12-17","0.00","80","91",
"GHM00065459","KOFORIDUA, GH","2003-12-18",,"86",,
"GHM00065459","KOFORIDUA, GH","2003-12-23",,"86","90",
"GHM00065459","KOFORIDUA, GH","2003-12-25","0.00","82","92",
"GHM00065459","KOFORIDUA, GH","2003-12-27","0.00","81","92","72"
"GHM00065459","KOFORIDUA, GH","2003-12-30",,"74","90","61"
"GHM00065439","SUNYANI, GH","2000-01-27",,"83",,
"GHM00065439","SUNYANI, GH","2000-03-20","1.10","75",,"71"
"GHM00065439","SUNYANI, GH","2000-08-29","0.98","75","83","71"
"GHM00065439","SUNYANI, GH","2000-11-11","0.47","78","88","70"
"GHM00065439","SUNYANI, GH","2000-11-21","0.16","77",,"71"
"GHM00065439","SUNYANI, GH","2002-03-05",,"81",,"74"
"GHM00065439","SUNYANI, GH","2002-11-26",,"81",,"71"
"GHM00065439","SUNYANI, GH","2003-03-01",,"84",,"74"
"GHM00065439","SUNYANI, GH","2003-07-26",,"79","84",
"GHM00065439","SUNYANI, GH","2003-12-23",,"84","90",
"GHM00065416","BOLE, GH","2000-03-29",,"89","100","75"
"GHM00065416","BOLE, GH","2000-04-02",,"87","95",
"GHM00065416","BOLE, GH","2000-06-17",,"78","86","69"
"GHM00065416","BOLE, GH","2000-09-01","0.28","76","84","67"
"GHM00065416","BOLE, GH","2000-09-14",,"81","90","68"
"GHM00065416","BOLE, GH","2000-11-17",,"80","96","68"
"GHM00065416","BOLE, GH","2000-12-14",,"76","90","61"
"GHM00065416","BOLE, GH","2001-01-09",,"78",,"63"
"GHM00065416","BOLE, GH","2001-02-14",,"78","91","56"
"GHM00065416","BOLE, GH","2001-02-22",,"87","99","68"
"GHM00065416","BOLE, GH","2001-02-28",,"83","102","64"
"GHM00065416","BOLE, GH","2001-03-18",,"85","98","75"
"GHM00065416","BOLE, GH","2001-03-29","0.35","80",,"73"
"GHM00065416","BOLE, GH","2001-04-12",,"87","95","76"
"GHM00065416","BOLE, GH","2001-04-13",,"84",,"72"
"GHM00065416","BOLE, GH","2001-07-22",,"75","83","72"
"GHM00065416","BOLE, GH","2002-02-06",,"81","100","63"
"GHM00065416","BOLE, GH","2002-02-07",,"80","99","63"
"GHM00065416","BOLE, GH","2002-02-11",,"81","98","67"
"GHM00065416","BOLE, GH","2002-02-13",,"87",,"68"
"GHM00065416","BOLE, GH","2002-02-21",,"81","102","65"
"GHM00065416","BOLE, GH","2002-02-26",,"86",,"67"
"GHM00065416","BOLE, GH","2002-02-27",,"92","101","63"
"GHM00065416","BOLE, GH","2002-03-05",,"91","103","70"
"GHM00065416","BOLE, GH","2002-03-11","1.14","78","97",
"GHM00065416","BOLE, GH","2002-03-17",,"86","99","79"
"GHM00065416","BOLE, GH","2002-04-16","0.03","84","95","73"
"GHM00065416","BOLE, GH","2002-04-24",,"84","93","73"
"GHM00065416","BOLE, GH","2002-05-10",,"84","95",
"GHM00065416","BOLE, GH","2002-11-07",,"78",,"68"
"GHM00065416","BOLE, GH","2002-12-01","0.00","75",,"62"
"GHM00065416","BOLE, GH","2002-12-07","0.00","73","96","66"
"GHM00065416","BOLE, GH","2002-12-09","0.00","83","97","66"
"GHM00065416","BOLE, GH","2002-12-14","0.00","81","99","59"
"GHM00065416","BOLE, GH","2003-01-01",,"81","96","64"
"GHM00065416","BOLE, GH","2003-01-03",,"76",,"61"
"GHM00065416","BOLE, GH","2003-01-06",,"72",,"55"
"GHM00065416","BOLE, GH","2003-01-09","0.00","81","99","59"
"GHM00065416","BOLE, GH","2003-01-11",,"87","99","64"
"GHM00065416","BOLE, GH","2003-01-16",,"82","97","62"
"GHM00065416","BOLE, GH","2003-01-18","0.00","85","98","75"
"GHM00065416","BOLE, GH","2003-01-22","0.00","87","98",
"GHM00065416","BOLE, GH","2003-02-03","0.00","82","103","59"
"GHM00065416","BOLE, GH","2003-02-05","0.00","83","101","63"
"GHM00065416","BOLE, GH","2003-03-06",,"81",,"72"
"GHM00065416","BOLE, GH","2003-03-24","0.00","84","96","72"
"GHM00065416","BOLE, GH","2003-04-08","0.00","85","96","76"
"GHM00065416","BOLE, GH","2003-04-11",,"81","93",
"GHM00065416","BOLE, GH","2003-04-13","0.98","87","93",
"GHM00065416","BOLE, GH","2003-04-16","0.35","78","89","68"
"GHM00065416","BOLE, GH","2003-04-17","0.00","83","92",
"GHM00065416","BOLE, GH","2003-05-08","0.16","82",,"72"
"GHM00065416","BOLE, GH","2003-05-16","0.00","83","92","75"
"GHM00065416","BOLE, GH","2003-06-03","0.00","80","88","72"
"GHM00065416","BOLE, GH","2003-06-16","0.83","77","88","69"
"GHM00065416","BOLE, GH","2003-07-07","0.00","77","85","69"
"GHM00065416","BOLE, GH","2003-07-26",,"84",,
"GHM00065416","BOLE, GH","2003-08-05","0.00","78","86","70"
"GHM00065416","BOLE, GH","2003-08-07","0.35","77","86","71"
"GHM00065416","BOLE, GH","2003-08-11",,"74","78",
"GHM00065416","BOLE, GH","2003-08-13",,"76","86","70"
"GHM00065416","BOLE, GH","2003-08-14","0.00","78","84","68"
"GHM00065416","BOLE, GH","2003-08-16","0.00","78","85","72"
"GHM00065416","BOLE, GH","2003-08-20","1.42","72","77","67"
"GHM00065416","BOLE, GH","2003-08-25","0.00","76","82","70"
"GHM00065416","BOLE, GH","2003-08-26","0.00","79","89","69"
"GHM00065416","BOLE, GH","2003-08-30",,"78","85","70"
"GHM00065416","BOLE, GH","2003-08-31","0.31","75","83","70"
"GHM00065416","BOLE, GH","2003-09-04","0.16","79","88","70"
"GHM00065416","BOLE, GH","2003-09-05","0.55","79","88","69"
"GHM00065416","BOLE, GH","2003-09-06","0.00","78","85","71"
"GHM00065416","BOLE, GH","2003-09-10","0.08","78","88","70"
"GHM00065418","TAMALE, GH","2000-08-01",,"78","86",
"GHM00065418","TAMALE, GH","2000-08-25",,"81","91","73"
"GHM00065418","TAMALE, GH","2000-10-28",,"82","96",
"GHM00065418","TAMALE, GH","2000-11-08",,"83","98","71"
"GHM00065418","TAMALE, GH","2001-01-08",,"83","96","69"
"GHM00065418","TAMALE, GH","2001-02-19",,"80",,"70"
"GHM00065418","TAMALE, GH","2001-02-24",,"99","102",
"GHM00065418","TAMALE, GH","2001-04-08",,"86","91",
"GHM00065418","TAMALE, GH","2001-04-12",,"91","100","81"
"GHM00065418","TAMALE, GH","2001-07-22","0.03","77","84",
"GHM00065418","TAMALE, GH","2002-02-06",,"84","99","65"
"GHM00065418","TAMALE, GH","2002-02-08",,"85","100","69"
"GHM00065418","TAMALE, GH","2002-02-11",,"84","97","69"
"GHM00065418","TAMALE, GH","2002-02-12",,"83","97","67"
"GHM00065418","TAMALE, GH","2002-02-13",,"89","98","69"
"GHM00065418","TAMALE, GH","2002-02-26",,"92","102",
"GHM00065418","TAMALE, GH","2002-03-05",,"96","106",
"GHM00065418","TAMALE, GH","2002-03-16",,"87","107","80"
"GHM00065418","TAMALE, GH","2002-03-17",,"93","105","82"
"GHM00065418","TAMALE, GH","2002-03-18",,"90","103","79"
"GHM00065418","TAMALE, GH","2002-04-24",,"86","100","80"
"GHM00065418","TAMALE, GH","2002-04-28",,"88","101",
"GHM00065418","TAMALE, GH","2002-05-06","0.55","84","95","76"
"GHM00065418","TAMALE, GH","2002-05-10",,"86","99",
"GHM00065418","TAMALE, GH","2002-12-09","0.00","90","100","72"
"GHM00065418","TAMALE, GH","2002-12-10",,"91",,"73"
"GHM00065418","TAMALE, GH","2002-12-27",,"68","94","58"
"GHM00065418","TAMALE, GH","2002-12-31",,"67",,"60"
"GHM00065418","TAMALE, GH","2003-01-01","0.00","78","96","58"
"GHM00065418","TAMALE, GH","2003-01-04",,"85",,"62"
"GHM00065418","TAMALE, GH","2003-01-06","0.00","84","98","65"
"GHM00065418","TAMALE, GH","2003-01-11",,"87","100",
"GHM00065418","TAMALE, GH","2003-01-12",,"87","101","74"
"GHM00065418","TAMALE, GH","2003-01-23","0.00","88",,"74"
"GHM00065418","TAMALE, GH","2003-01-25",,"87",,
"GHM00065418","TAMALE, GH","2003-01-26",,"87","99",
"GHM00065418","TAMALE, GH","2003-02-05","0.00","93","104",
"GHM00065418","TAMALE, GH","2003-04-20",,"77",,
"GHM00065418","TAMALE, GH","2003-10-01","0.00","81","92",
"GHM00065418","TAMALE, GH","2003-11-21",,"83","101","73"
"GHM00065418","TAMALE, GH","2003-11-22",,"79",,"67"
"GHM00065418","TAMALE, GH","2003-12-08",,"88","99","68"
"GHM00065418","TAMALE, GH","2003-12-14","0.00","87","98","76"
"GHM00065418","TAMALE, GH","2003-12-18",,"84","98","69"
"GHM00065418","TAMALE, GH","2003-12-28","0.00","77","92","63"
"GHM00065418","TAMALE, GH","2003-12-30",,"84","93","65"
"GHM00065460","AKUSE, GH","2002-12-12",,"80",,"74"
"GHM00065460","AKUSE, GH","2002-12-18",,"85",,
"GHM00065460","AKUSE, GH","2003-01-01","0.00","80","94","69"
"GHM00065460","AKUSE, GH","2003-01-16","0.00","81","95","72"
"GHM00065460","AKUSE, GH","2003-01-19",,"84","92",
"GHM00065460","AKUSE, GH","2003-01-25",,"82","93",
"GHM00065460","AKUSE, GH","2003-02-25","0.28","83","98","73"
"GHM00065460","AKUSE, GH","2003-03-31",,"86",,"77"
"GHM00065460","AKUSE, GH","2003-04-09","0.00","86","96","80"
"GHM00065460","AKUSE, GH","2003-04-14","0.00","85","94","76"
"GHM00065460","AKUSE, GH","2003-05-19","0.08","83","92","77"
"GHM00065460","AKUSE, GH","2003-06-08","0.12","80","89","74"
"GHM00065460","AKUSE, GH","2003-06-23","0.28","81","87","73"
"GHM00065460","AKUSE, GH","2003-07-07","0.00","80","89","72"
"GHM00065460","AKUSE, GH","2003-07-10","0.00","81","92",
"GHM00065460","AKUSE, GH","2003-07-23","0.00","79","87","73"
"GHM00065460","AKUSE, GH","2003-08-06","0.00","78","87","73"
"GHM00065460","AKUSE, GH","2003-08-07",,"79","84","73"
"GHM00065460","AKUSE, GH","2003-08-11","0.00","80","86","75"
"GHM00065460","AKUSE, GH","2003-08-26","0.00","82",,"73"
"GHM00065460","AKUSE, GH","2003-08-31",,"80","90","75"
"GHM00065460","AKUSE, GH","2003-09-05","0.24","77","82","74"
"GHM00065460","AKUSE, GH","2003-09-11","0.00","79","90","74"
"GHM00065460","AKUSE, GH","2003-11-05","0.00","82","95","72"
"GHM00065460","AKUSE, GH","2003-11-09","0.20","86",,"75"
"GHM00065460","AKUSE, GH","2003-12-23",,"86","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-02",,"80",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-03",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-04",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-05",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-06",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-07",,"83",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-08",,"83","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-09",,"80","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-10",,"81","90","75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-11",,"81",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-12",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-13",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-14",,"82","88",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-15",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-16",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-17",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-18",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-19",,"81","87",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-20",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-21",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-22",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-23",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-24",,"83","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-25",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-26",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-01-27",,"82",,"72"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-02-28",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-02-29",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-01",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-03",,"84",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-04",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-05",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-06",,"88",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-07",,"87",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-08",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-10",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-11",,"84","93","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-12",,"83","94","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-13",,"87",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-14",,"85","94",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-15",,"84","92","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-16",,"84","92","79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-17",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-18",,"88",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-19",,"85",,"79"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-20",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-21",,"79",,"73"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-22",,"81",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-23",,"89",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-28",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-29",,"84","90","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-30",,"84","91","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-03-31",,"84","92","78"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-01",,"82",,"77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-02",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-03",,"84","91","77"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-04",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-05",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-06",,"85",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-07",,"86","92",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-08",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-09",,"86","91",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-10",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-11",,"83",,"74"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-12",,"83",,"76"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-27",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-28",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-04-29",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-11",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-12",,"84","90",
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-13",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-14",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-15",,"84",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-16",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-17",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-18",,"86",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-19",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-20",,"78",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-22",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-23",,"83",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-24",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-25",,"81",,"75"
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-26",,"80",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-27",,"82",,
"GHM00065472","KOTOKA INTERNATIONAL, GH","2000-05-28",,"82",,
